Time,File,WhistleHigh
14/04/2017 20:40,AMAR030.9.20170414T204011Z.wav_chan0.xml,0
14/04/2017 21:05,AMAR030.9.20170414T210511Z.wav_chan0.xml,0
14/04/2017 21:30,AMAR030.9.20170414T213011Z.wav_chan0.xml,0
14/04/2017 21:55,AMAR030.9.20170414T215511Z.wav_chan0.xml,0
14/04/2017 22:20,AMAR030.9.20170414T222011Z.wav_chan0.xml,0
14/04/2017 22:45,AMAR030.9.20170414T224511Z.wav_chan0.xml,0
14/04/2017 23:10,AMAR030.9.20170414T231011Z.wav_chan0.xml,0
14/04/2017 23:35,AMAR030.9.20170414T233511Z.wav_chan0.xml,0
15/04/2017 00:00,AMAR030.9.20170415T000011Z.wav_chan0.xml,0
15/04/2017 00:25,AMAR030.9.20170415T002511Z.wav_chan0.xml,0
15/04/2017 00:50,AMAR030.9.20170415T005011Z.wav_chan0.xml,0
15/04/2017 01:15,AMAR030.9.20170415T011511Z.wav_chan0.xml,0
15/04/2017 01:40,AMAR030.9.20170415T014011Z.wav_chan0.xml,0
15/04/2017 02:05,AMAR030.9.20170415T020511Z.wav_chan0.xml,0
15/04/2017 02:30,AMAR030.9.20170415T023011Z.wav_chan0.xml,0
15/04/2017 02:55,AMAR030.9.20170415T025511Z.wav_chan0.xml,0
15/04/2017 03:20,AMAR030.9.20170415T032011Z.wav_chan0.xml,0
15/04/2017 03:45,AMAR030.9.20170415T034511Z.wav_chan0.xml,0
15/04/2017 04:10,AMAR030.9.20170415T041011Z.wav_chan0.xml,0
15/04/2017 04:35,AMAR030.9.20170415T043511Z.wav_chan0.xml,0
15/04/2017 05:00,AMAR030.9.20170415T050011Z.wav_chan0.xml,0
15/04/2017 05:25,AMAR030.9.20170415T052511Z.wav_chan0.xml,0
15/04/2017 05:50,AMAR030.9.20170415T055011Z.wav_chan0.xml,0
15/04/2017 06:15,AMAR030.9.20170415T061511Z.wav_chan0.xml,0
15/04/2017 06:40,AMAR030.9.20170415T064011Z.wav_chan0.xml,0
15/04/2017 07:05,AMAR030.9.20170415T070511Z.wav_chan0.xml,0
15/04/2017 07:30,AMAR030.9.20170415T073011Z.wav_chan0.xml,0
15/04/2017 07:55,AMAR030.9.20170415T075511Z.wav_chan0.xml,0
15/04/2017 08:20,AMAR030.9.20170415T082011Z.wav_chan0.xml,2
15/04/2017 08:45,AMAR030.9.20170415T084511Z.wav_chan0.xml,0
15/04/2017 09:10,AMAR030.9.20170415T091011Z.wav_chan0.xml,0
15/04/2017 09:35,AMAR030.9.20170415T093511Z.wav_chan0.xml,0
15/04/2017 10:00,AMAR030.9.20170415T100011Z.wav_chan0.xml,0
15/04/2017 10:25,AMAR030.9.20170415T102511Z.wav_chan0.xml,0
15/04/2017 10:50,AMAR030.9.20170415T105011Z.wav_chan0.xml,0
15/04/2017 11:15,AMAR030.9.20170415T111511Z.wav_chan0.xml,0
15/04/2017 11:40,AMAR030.9.20170415T114011Z.wav_chan0.xml,0
15/04/2017 12:05,AMAR030.9.20170415T120511Z.wav_chan0.xml,0
15/04/2017 12:30,AMAR030.9.20170415T123011Z.wav_chan0.xml,0
15/04/2017 12:55,AMAR030.9.20170415T125511Z.wav_chan0.xml,0
15/04/2017 13:20,AMAR030.9.20170415T132011Z.wav_chan0.xml,0
15/04/2017 13:45,AMAR030.9.20170415T134511Z.wav_chan0.xml,0
15/04/2017 14:10,AMAR030.9.20170415T141011Z.wav_chan0.xml,0
15/04/2017 14:35,AMAR030.9.20170415T143511Z.wav_chan0.xml,0
15/04/2017 15:00,AMAR030.9.20170415T150011Z.wav_chan0.xml,0
15/04/2017 15:25,AMAR030.9.20170415T152511Z.wav_chan0.xml,0
15/04/2017 15:50,AMAR030.9.20170415T155011Z.wav_chan0.xml,0
15/04/2017 16:15,AMAR030.9.20170415T161511Z.wav_chan0.xml,0
15/04/2017 16:40,AMAR030.9.20170415T164011Z.wav_chan0.xml,0
15/04/2017 17:05,AMAR030.9.20170415T170511Z.wav_chan0.xml,0
15/04/2017 17:30,AMAR030.9.20170415T173011Z.wav_chan0.xml,0
15/04/2017 17:55,AMAR030.9.20170415T175511Z.wav_chan0.xml,0
15/04/2017 18:20,AMAR030.9.20170415T182011Z.wav_chan0.xml,0
15/04/2017 18:45,AMAR030.9.20170415T184511Z.wav_chan0.xml,0
15/04/2017 19:10,AMAR030.9.20170415T191011Z.wav_chan0.xml,0
15/04/2017 19:35,AMAR030.9.20170415T193511Z.wav_chan0.xml,0
15/04/2017 20:00,AMAR030.9.20170415T200011Z.wav_chan0.xml,0
15/04/2017 20:25,AMAR030.9.20170415T202511Z.wav_chan0.xml,0
15/04/2017 20:50,AMAR030.9.20170415T205011Z.wav_chan0.xml,0
15/04/2017 21:15,AMAR030.9.20170415T211511Z.wav_chan0.xml,0
15/04/2017 21:40,AMAR030.9.20170415T214011Z.wav_chan0.xml,0
15/04/2017 22:05,AMAR030.9.20170415T220511Z.wav_chan0.xml,0
15/04/2017 22:30,AMAR030.9.20170415T223011Z.wav_chan0.xml,0
15/04/2017 22:55,AMAR030.9.20170415T225511Z.wav_chan0.xml,0
15/04/2017 23:20,AMAR030.9.20170415T232011Z.wav_chan0.xml,0
15/04/2017 23:45,AMAR030.9.20170415T234511Z.wav_chan0.xml,0
16/04/2017 00:10,AMAR030.9.20170416T001011Z.wav_chan0.xml,0
16/04/2017 00:35,AMAR030.9.20170416T003511Z.wav_chan0.xml,0
16/04/2017 01:00,AMAR030.9.20170416T010011Z.wav_chan0.xml,0
16/04/2017 01:25,AMAR030.9.20170416T012511Z.wav_chan0.xml,0
16/04/2017 01:50,AMAR030.9.20170416T015011Z.wav_chan0.xml,0
16/04/2017 02:15,AMAR030.9.20170416T021511Z.wav_chan0.xml,0
16/04/2017 02:40,AMAR030.9.20170416T024011Z.wav_chan0.xml,0
16/04/2017 03:05,AMAR030.9.20170416T030511Z.wav_chan0.xml,0
16/04/2017 03:30,AMAR030.9.20170416T033011Z.wav_chan0.xml,0
16/04/2017 03:55,AMAR030.9.20170416T035511Z.wav_chan0.xml,0
16/04/2017 04:20,AMAR030.9.20170416T042011Z.wav_chan0.xml,0
16/04/2017 04:45,AMAR030.9.20170416T044511Z.wav_chan0.xml,0
16/04/2017 05:10,AMAR030.9.20170416T051011Z.wav_chan0.xml,0
16/04/2017 05:35,AMAR030.9.20170416T053511Z.wav_chan0.xml,0
16/04/2017 06:00,AMAR030.9.20170416T060011Z.wav_chan0.xml,0
16/04/2017 06:25,AMAR030.9.20170416T062511Z.wav_chan0.xml,0
16/04/2017 06:50,AMAR030.9.20170416T065011Z.wav_chan0.xml,0
16/04/2017 07:15,AMAR030.9.20170416T071511Z.wav_chan0.xml,0
16/04/2017 07:40,AMAR030.9.20170416T074011Z.wav_chan0.xml,0
16/04/2017 08:05,AMAR030.9.20170416T080511Z.wav_chan0.xml,0
16/04/2017 08:30,AMAR030.9.20170416T083011Z.wav_chan0.xml,0
16/04/2017 08:55,AMAR030.9.20170416T085511Z.wav_chan0.xml,0
16/04/2017 09:20,AMAR030.9.20170416T092011Z.wav_chan0.xml,0
16/04/2017 09:45,AMAR030.9.20170416T094511Z.wav_chan0.xml,0
16/04/2017 10:10,AMAR030.9.20170416T101011Z.wav_chan0.xml,0
16/04/2017 10:35,AMAR030.9.20170416T103511Z.wav_chan0.xml,0
16/04/2017 11:00,AMAR030.9.20170416T110011Z.wav_chan0.xml,0
16/04/2017 11:25,AMAR030.9.20170416T112511Z.wav_chan0.xml,0
16/04/2017 11:50,AMAR030.9.20170416T115011Z.wav_chan0.xml,0
16/04/2017 12:15,AMAR030.9.20170416T121511Z.wav_chan0.xml,0
16/04/2017 12:40,AMAR030.9.20170416T124011Z.wav_chan0.xml,0
16/04/2017 13:05,AMAR030.9.20170416T130511Z.wav_chan0.xml,0
16/04/2017 13:30,AMAR030.9.20170416T133011Z.wav_chan0.xml,0
16/04/2017 13:55,AMAR030.9.20170416T135511Z.wav_chan0.xml,0
16/04/2017 14:20,AMAR030.9.20170416T142011Z.wav_chan0.xml,0
16/04/2017 14:45,AMAR030.9.20170416T144511Z.wav_chan0.xml,0
16/04/2017 15:10,AMAR030.9.20170416T151011Z.wav_chan0.xml,0
16/04/2017 15:35,AMAR030.9.20170416T153511Z.wav_chan0.xml,0
16/04/2017 16:00,AMAR030.9.20170416T160011Z.wav_chan0.xml,0
16/04/2017 16:25,AMAR030.9.20170416T162511Z.wav_chan0.xml,0
16/04/2017 16:50,AMAR030.9.20170416T165011Z.wav_chan0.xml,0
16/04/2017 17:15,AMAR030.9.20170416T171511Z.wav_chan0.xml,0
16/04/2017 17:40,AMAR030.9.20170416T174011Z.wav_chan0.xml,0
16/04/2017 18:05,AMAR030.9.20170416T180511Z.wav_chan0.xml,0
16/04/2017 18:30,AMAR030.9.20170416T183011Z.wav_chan0.xml,0
16/04/2017 18:55,AMAR030.9.20170416T185511Z.wav_chan0.xml,0
16/04/2017 19:20,AMAR030.9.20170416T192011Z.wav_chan0.xml,0
16/04/2017 19:45,AMAR030.9.20170416T194511Z.wav_chan0.xml,0
16/04/2017 20:10,AMAR030.9.20170416T201011Z.wav_chan0.xml,0
16/04/2017 20:35,AMAR030.9.20170416T203511Z.wav_chan0.xml,0
16/04/2017 21:00,AMAR030.9.20170416T210011Z.wav_chan0.xml,0
16/04/2017 21:25,AMAR030.9.20170416T212511Z.wav_chan0.xml,0
16/04/2017 21:50,AMAR030.9.20170416T215011Z.wav_chan0.xml,0
16/04/2017 22:15,AMAR030.9.20170416T221511Z.wav_chan0.xml,0
16/04/2017 22:40,AMAR030.9.20170416T224011Z.wav_chan0.xml,0
16/04/2017 23:05,AMAR030.9.20170416T230511Z.wav_chan0.xml,0
16/04/2017 23:30,AMAR030.9.20170416T233011Z.wav_chan0.xml,0
16/04/2017 23:55,AMAR030.9.20170416T235511Z.wav_chan0.xml,0
17/04/2017 00:20,AMAR030.9.20170417T002011Z.wav_chan0.xml,0
17/04/2017 00:45,AMAR030.9.20170417T004511Z.wav_chan0.xml,0
17/04/2017 01:10,AMAR030.9.20170417T011011Z.wav_chan0.xml,0
17/04/2017 01:35,AMAR030.9.20170417T013511Z.wav_chan0.xml,0
17/04/2017 02:00,AMAR030.9.20170417T020011Z.wav_chan0.xml,0
17/04/2017 02:25,AMAR030.9.20170417T022511Z.wav_chan0.xml,0
17/04/2017 02:50,AMAR030.9.20170417T025011Z.wav_chan0.xml,0
17/04/2017 03:15,AMAR030.9.20170417T031511Z.wav_chan0.xml,0
17/04/2017 03:40,AMAR030.9.20170417T034011Z.wav_chan0.xml,0
17/04/2017 04:05,AMAR030.9.20170417T040511Z.wav_chan0.xml,0
17/04/2017 04:30,AMAR030.9.20170417T043011Z.wav_chan0.xml,0
17/04/2017 04:55,AMAR030.9.20170417T045511Z.wav_chan0.xml,0
17/04/2017 05:20,AMAR030.9.20170417T052011Z.wav_chan0.xml,0
17/04/2017 05:45,AMAR030.9.20170417T054511Z.wav_chan0.xml,0
17/04/2017 06:10,AMAR030.9.20170417T061011Z.wav_chan0.xml,0
17/04/2017 06:35,AMAR030.9.20170417T063511Z.wav_chan0.xml,0
17/04/2017 07:00,AMAR030.9.20170417T070011Z.wav_chan0.xml,0
17/04/2017 07:25,AMAR030.9.20170417T072511Z.wav_chan0.xml,0
17/04/2017 07:50,AMAR030.9.20170417T075011Z.wav_chan0.xml,0
17/04/2017 08:15,AMAR030.9.20170417T081511Z.wav_chan0.xml,0
17/04/2017 08:40,AMAR030.9.20170417T084011Z.wav_chan0.xml,0
17/04/2017 09:05,AMAR030.9.20170417T090511Z.wav_chan0.xml,0
17/04/2017 09:30,AMAR030.9.20170417T093011Z.wav_chan0.xml,0
17/04/2017 09:55,AMAR030.9.20170417T095511Z.wav_chan0.xml,0
17/04/2017 10:20,AMAR030.9.20170417T102011Z.wav_chan0.xml,0
17/04/2017 10:45,AMAR030.9.20170417T104511Z.wav_chan0.xml,0
17/04/2017 11:10,AMAR030.9.20170417T111011Z.wav_chan0.xml,0
17/04/2017 11:35,AMAR030.9.20170417T113511Z.wav_chan0.xml,0
17/04/2017 12:00,AMAR030.9.20170417T120011Z.wav_chan0.xml,0
17/04/2017 12:25,AMAR030.9.20170417T122511Z.wav_chan0.xml,0
17/04/2017 12:50,AMAR030.9.20170417T125011Z.wav_chan0.xml,0
17/04/2017 13:15,AMAR030.9.20170417T131511Z.wav_chan0.xml,0
17/04/2017 13:40,AMAR030.9.20170417T134011Z.wav_chan0.xml,0
17/04/2017 14:05,AMAR030.9.20170417T140511Z.wav_chan0.xml,0
17/04/2017 14:30,AMAR030.9.20170417T143011Z.wav_chan0.xml,0
17/04/2017 14:55,AMAR030.9.20170417T145511Z.wav_chan0.xml,0
17/04/2017 15:20,AMAR030.9.20170417T152011Z.wav_chan0.xml,0
17/04/2017 15:45,AMAR030.9.20170417T154511Z.wav_chan0.xml,0
17/04/2017 16:10,AMAR030.9.20170417T161011Z.wav_chan0.xml,0
17/04/2017 16:35,AMAR030.9.20170417T163511Z.wav_chan0.xml,0
17/04/2017 17:00,AMAR030.9.20170417T170011Z.wav_chan0.xml,0
17/04/2017 17:25,AMAR030.9.20170417T172511Z.wav_chan0.xml,0
17/04/2017 17:50,AMAR030.9.20170417T175011Z.wav_chan0.xml,0
17/04/2017 18:15,AMAR030.9.20170417T181511Z.wav_chan0.xml,0
17/04/2017 18:40,AMAR030.9.20170417T184011Z.wav_chan0.xml,0
17/04/2017 19:05,AMAR030.9.20170417T190511Z.wav_chan0.xml,0
17/04/2017 19:30,AMAR030.9.20170417T193011Z.wav_chan0.xml,0
17/04/2017 19:55,AMAR030.9.20170417T195511Z.wav_chan0.xml,0
17/04/2017 20:20,AMAR030.9.20170417T202011Z.wav_chan0.xml,0
17/04/2017 20:45,AMAR030.9.20170417T204511Z.wav_chan0.xml,0
17/04/2017 21:10,AMAR030.9.20170417T211011Z.wav_chan0.xml,0
17/04/2017 21:35,AMAR030.9.20170417T213511Z.wav_chan0.xml,0
17/04/2017 22:00,AMAR030.9.20170417T220011Z.wav_chan0.xml,0
17/04/2017 22:25,AMAR030.9.20170417T222511Z.wav_chan0.xml,0
17/04/2017 22:50,AMAR030.9.20170417T225011Z.wav_chan0.xml,0
17/04/2017 23:15,AMAR030.9.20170417T231511Z.wav_chan0.xml,0
17/04/2017 23:40,AMAR030.9.20170417T234011Z.wav_chan0.xml,0
18/04/2017 00:05,AMAR030.9.20170418T000511Z.wav_chan0.xml,0
18/04/2017 00:30,AMAR030.9.20170418T003011Z.wav_chan0.xml,0
18/04/2017 00:55,AMAR030.9.20170418T005511Z.wav_chan0.xml,0
18/04/2017 01:20,AMAR030.9.20170418T012011Z.wav_chan0.xml,0
18/04/2017 01:45,AMAR030.9.20170418T014511Z.wav_chan0.xml,0
18/04/2017 02:10,AMAR030.9.20170418T021011Z.wav_chan0.xml,0
18/04/2017 02:35,AMAR030.9.20170418T023511Z.wav_chan0.xml,0
18/04/2017 03:00,AMAR030.9.20170418T030011Z.wav_chan0.xml,0
18/04/2017 03:25,AMAR030.9.20170418T032511Z.wav_chan0.xml,0
18/04/2017 03:50,AMAR030.9.20170418T035011Z.wav_chan0.xml,0
18/04/2017 04:15,AMAR030.9.20170418T041511Z.wav_chan0.xml,0
18/04/2017 04:40,AMAR030.9.20170418T044011Z.wav_chan0.xml,0
18/04/2017 05:05,AMAR030.9.20170418T050511Z.wav_chan0.xml,0
18/04/2017 05:30,AMAR030.9.20170418T053011Z.wav_chan0.xml,0
18/04/2017 05:55,AMAR030.9.20170418T055511Z.wav_chan0.xml,0
18/04/2017 06:20,AMAR030.9.20170418T062011Z.wav_chan0.xml,0
18/04/2017 06:45,AMAR030.9.20170418T064511Z.wav_chan0.xml,0
18/04/2017 07:10,AMAR030.9.20170418T071011Z.wav_chan0.xml,0
18/04/2017 07:35,AMAR030.9.20170418T073511Z.wav_chan0.xml,0
18/04/2017 08:00,AMAR030.9.20170418T080011Z.wav_chan0.xml,0
18/04/2017 08:25,AMAR030.9.20170418T082511Z.wav_chan0.xml,0
18/04/2017 08:50,AMAR030.9.20170418T085011Z.wav_chan0.xml,0
18/04/2017 09:15,AMAR030.9.20170418T091511Z.wav_chan0.xml,0
18/04/2017 09:40,AMAR030.9.20170418T094011Z.wav_chan0.xml,0
18/04/2017 10:05,AMAR030.9.20170418T100511Z.wav_chan0.xml,0
18/04/2017 10:30,AMAR030.9.20170418T103011Z.wav_chan0.xml,0
18/04/2017 10:55,AMAR030.9.20170418T105511Z.wav_chan0.xml,0
18/04/2017 11:20,AMAR030.9.20170418T112011Z.wav_chan0.xml,0
18/04/2017 11:45,AMAR030.9.20170418T114511Z.wav_chan0.xml,0
18/04/2017 12:10,AMAR030.9.20170418T121011Z.wav_chan0.xml,0
18/04/2017 12:35,AMAR030.9.20170418T123511Z.wav_chan0.xml,0
18/04/2017 13:00,AMAR030.9.20170418T130011Z.wav_chan0.xml,0
18/04/2017 13:25,AMAR030.9.20170418T132511Z.wav_chan0.xml,0
18/04/2017 13:50,AMAR030.9.20170418T135011Z.wav_chan0.xml,0
18/04/2017 14:15,AMAR030.9.20170418T141511Z.wav_chan0.xml,0
18/04/2017 14:40,AMAR030.9.20170418T144011Z.wav_chan0.xml,0
18/04/2017 15:05,AMAR030.9.20170418T150511Z.wav_chan0.xml,0
18/04/2017 15:30,AMAR030.9.20170418T153011Z.wav_chan0.xml,0
18/04/2017 15:55,AMAR030.9.20170418T155511Z.wav_chan0.xml,0
18/04/2017 16:20,AMAR030.9.20170418T162011Z.wav_chan0.xml,0
18/04/2017 16:45,AMAR030.9.20170418T164511Z.wav_chan0.xml,0
18/04/2017 17:10,AMAR030.9.20170418T171011Z.wav_chan0.xml,0
18/04/2017 17:35,AMAR030.9.20170418T173511Z.wav_chan0.xml,0
18/04/2017 18:00,AMAR030.9.20170418T180011Z.wav_chan0.xml,0
18/04/2017 18:25,AMAR030.9.20170418T182511Z.wav_chan0.xml,0
18/04/2017 18:50,AMAR030.9.20170418T185011Z.wav_chan0.xml,0
18/04/2017 19:15,AMAR030.9.20170418T191511Z.wav_chan0.xml,0
18/04/2017 19:40,AMAR030.9.20170418T194011Z.wav_chan0.xml,0
18/04/2017 20:05,AMAR030.9.20170418T200511Z.wav_chan0.xml,0
18/04/2017 20:30,AMAR030.9.20170418T203011Z.wav_chan0.xml,0
18/04/2017 20:55,AMAR030.9.20170418T205511Z.wav_chan0.xml,0
18/04/2017 21:20,AMAR030.9.20170418T212011Z.wav_chan0.xml,0
18/04/2017 21:45,AMAR030.9.20170418T214511Z.wav_chan0.xml,0
18/04/2017 22:10,AMAR030.9.20170418T221011Z.wav_chan0.xml,0
18/04/2017 22:35,AMAR030.9.20170418T223511Z.wav_chan0.xml,0
18/04/2017 23:00,AMAR030.9.20170418T230011Z.wav_chan0.xml,0
18/04/2017 23:25,AMAR030.9.20170418T232511Z.wav_chan0.xml,0
18/04/2017 23:50,AMAR030.9.20170418T235011Z.wav_chan0.xml,0
19/04/2017 00:15,AMAR030.9.20170419T001511Z.wav_chan0.xml,0
19/04/2017 00:40,AMAR030.9.20170419T004011Z.wav_chan0.xml,0
19/04/2017 01:05,AMAR030.9.20170419T010511Z.wav_chan0.xml,0
19/04/2017 01:30,AMAR030.9.20170419T013011Z.wav_chan0.xml,0
19/04/2017 01:55,AMAR030.9.20170419T015511Z.wav_chan0.xml,0
19/04/2017 02:20,AMAR030.9.20170419T022011Z.wav_chan0.xml,0
19/04/2017 02:45,AMAR030.9.20170419T024511Z.wav_chan0.xml,0
19/04/2017 03:10,AMAR030.9.20170419T031011Z.wav_chan0.xml,0
19/04/2017 03:35,AMAR030.9.20170419T033511Z.wav_chan0.xml,0
19/04/2017 04:00,AMAR030.9.20170419T040011Z.wav_chan0.xml,0
19/04/2017 04:25,AMAR030.9.20170419T042511Z.wav_chan0.xml,0
19/04/2017 04:50,AMAR030.9.20170419T045011Z.wav_chan0.xml,0
19/04/2017 05:15,AMAR030.9.20170419T051511Z.wav_chan0.xml,0
19/04/2017 05:40,AMAR030.9.20170419T054011Z.wav_chan0.xml,0
19/04/2017 06:05,AMAR030.9.20170419T060511Z.wav_chan0.xml,0
19/04/2017 06:30,AMAR030.9.20170419T063011Z.wav_chan0.xml,0
19/04/2017 06:55,AMAR030.9.20170419T065511Z.wav_chan0.xml,0
19/04/2017 07:20,AMAR030.9.20170419T072011Z.wav_chan0.xml,0
19/04/2017 07:45,AMAR030.9.20170419T074511Z.wav_chan0.xml,0
19/04/2017 08:10,AMAR030.9.20170419T081011Z.wav_chan0.xml,0
19/04/2017 08:35,AMAR030.9.20170419T083511Z.wav_chan0.xml,0
19/04/2017 09:00,AMAR030.9.20170419T090011Z.wav_chan0.xml,0
19/04/2017 09:25,AMAR030.9.20170419T092511Z.wav_chan0.xml,0
19/04/2017 09:50,AMAR030.9.20170419T095011Z.wav_chan0.xml,0
19/04/2017 10:15,AMAR030.9.20170419T101511Z.wav_chan0.xml,0
19/04/2017 10:40,AMAR030.9.20170419T104011Z.wav_chan0.xml,0
19/04/2017 11:05,AMAR030.9.20170419T110511Z.wav_chan0.xml,0
19/04/2017 11:30,AMAR030.9.20170419T113011Z.wav_chan0.xml,0
19/04/2017 11:55,AMAR030.9.20170419T115511Z.wav_chan0.xml,0
19/04/2017 12:20,AMAR030.9.20170419T122011Z.wav_chan0.xml,0
19/04/2017 12:45,AMAR030.9.20170419T124511Z.wav_chan0.xml,0
19/04/2017 13:10,AMAR030.9.20170419T131011Z.wav_chan0.xml,0
19/04/2017 13:35,AMAR030.9.20170419T133511Z.wav_chan0.xml,0
19/04/2017 14:00,AMAR030.9.20170419T140011Z.wav_chan0.xml,0
19/04/2017 14:25,AMAR030.9.20170419T142511Z.wav_chan0.xml,0
19/04/2017 14:50,AMAR030.9.20170419T145011Z.wav_chan0.xml,0
19/04/2017 15:15,AMAR030.9.20170419T151511Z.wav_chan0.xml,0
19/04/2017 15:40,AMAR030.9.20170419T154011Z.wav_chan0.xml,0
19/04/2017 16:05,AMAR030.9.20170419T160511Z.wav_chan0.xml,0
19/04/2017 16:30,AMAR030.9.20170419T163011Z.wav_chan0.xml,0
19/04/2017 16:55,AMAR030.9.20170419T165511Z.wav_chan0.xml,0
19/04/2017 17:20,AMAR030.9.20170419T172011Z.wav_chan0.xml,0
19/04/2017 17:45,AMAR030.9.20170419T174511Z.wav_chan0.xml,0
19/04/2017 18:10,AMAR030.9.20170419T181011Z.wav_chan0.xml,0
19/04/2017 18:35,AMAR030.9.20170419T183511Z.wav_chan0.xml,0
19/04/2017 19:00,AMAR030.9.20170419T190011Z.wav_chan0.xml,0
19/04/2017 19:25,AMAR030.9.20170419T192511Z.wav_chan0.xml,0
19/04/2017 19:50,AMAR030.9.20170419T195011Z.wav_chan0.xml,0
19/04/2017 20:15,AMAR030.9.20170419T201511Z.wav_chan0.xml,0
19/04/2017 20:40,AMAR030.9.20170419T204011Z.wav_chan0.xml,0
19/04/2017 21:05,AMAR030.9.20170419T210511Z.wav_chan0.xml,0
19/04/2017 21:30,AMAR030.9.20170419T213011Z.wav_chan0.xml,0
19/04/2017 21:55,AMAR030.9.20170419T215511Z.wav_chan0.xml,0
19/04/2017 22:20,AMAR030.9.20170419T222011Z.wav_chan0.xml,0
19/04/2017 22:45,AMAR030.9.20170419T224511Z.wav_chan0.xml,0
19/04/2017 23:10,AMAR030.9.20170419T231011Z.wav_chan0.xml,0
19/04/2017 23:35,AMAR030.9.20170419T233511Z.wav_chan0.xml,0
20/04/2017 00:00,AMAR030.9.20170420T000011Z.wav_chan0.xml,0
20/04/2017 00:25,AMAR030.9.20170420T002511Z.wav_chan0.xml,0
20/04/2017 00:50,AMAR030.9.20170420T005011Z.wav_chan0.xml,0
20/04/2017 01:15,AMAR030.9.20170420T011511Z.wav_chan0.xml,0
20/04/2017 01:40,AMAR030.9.20170420T014011Z.wav_chan0.xml,0
20/04/2017 02:05,AMAR030.9.20170420T020511Z.wav_chan0.xml,0
20/04/2017 02:30,AMAR030.9.20170420T023011Z.wav_chan0.xml,0
20/04/2017 02:55,AMAR030.9.20170420T025511Z.wav_chan0.xml,0
20/04/2017 03:20,AMAR030.9.20170420T032011Z.wav_chan0.xml,0
20/04/2017 03:45,AMAR030.9.20170420T034511Z.wav_chan0.xml,0
20/04/2017 04:10,AMAR030.9.20170420T041011Z.wav_chan0.xml,0
20/04/2017 04:35,AMAR030.9.20170420T043511Z.wav_chan0.xml,0
20/04/2017 05:00,AMAR030.9.20170420T050011Z.wav_chan0.xml,0
20/04/2017 05:25,AMAR030.9.20170420T052511Z.wav_chan0.xml,0
20/04/2017 05:50,AMAR030.9.20170420T055011Z.wav_chan0.xml,0
